request_id,customer_id,booking_id,request_type,request_text,request_status,created_at
REQ001185,C004902,B012780,Late Checkout,Is late checkout available?,Resolved,2026-04-22 12:43:23
REQ001186,C000196,B014845,Early Check-in,Is early check-in available?,Closed,2025-11-30 20:02:57
REQ001187,C004422,,Modification Request,I want to change my check-in date.,Open,2026-07-26 21:58:37
REQ001188,C003595,B012886,Early Check-in,Is early check-in available?,Resolved,2025-12-16 10:26:13
REQ001189,C006900,B014451,Room Service,I need room service.,Resolved,2026-07-20 08:14:10
REQ001190,C000776,B007098,Housekeeping,I need housekeeping service.,Open,2026-06-25 22:38:35
REQ001191,C003529,,Late Checkout,Is late checkout available?,Resolved,2026-02-21 10:13:59
REQ001192,C001740,,Extra Bed,I need an additional bed in my room.,Open,2026-07-12 02:15:42
REQ001193,C008527,,General Inquiry,Can you provide more information?,Resolved,2026-01-26 14:14:58
REQ001194,C001576,,Payment Inquiry,Was my payment successful?,Resolved,2026-01-16 00:42:21
REQ001195,C000594,,Room Service,I would like to order room service.,Closed,2025-12-25 11:16:07
REQ001196,C009599,,Late Checkout,Is late checkout available?,Closed,2026-07-05 01:43:08
REQ001197,C006404,B000113,Modification Request,I want to change my check-in date.,In Progress,2026-07-16 06:27:54
REQ001198,C003165,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-04-24 20:53:58
REQ001199,C000284,B008461,Complaint,I want to make a complaint.,Resolved,2025-10-05 21:29:57
REQ001200,C005949,B001469,Housekeeping,My room needs cleaning.,Resolved,2025-12-01 01:48:33
REQ001201,C002829,B006456,Late Checkout,Is late checkout available?,In Progress,2025-10-12 11:50:40
REQ001202,C004786,,Complaint,I want to make a complaint.,In Progress,2026-07-12 12:39:50
REQ001203,C008426,B019014,Room Service,I would like to order room service.,In Progress,2026-03-06 16:50:34
REQ001204,C001279,B003511,Booking Inquiry,I want to know if you have available rooms.,Closed,2026-07-16 10:43:12
REQ001205,C005456,B003534,Room Service,I need room service.,Resolved,2025-11-19 20:11:59
REQ001206,C002301,,Modification Request,I need to change the number of guests.,Closed,2025-10-14 20:51:35
REQ001207,C007872,B001510,Room Service,I would like to order room service.,Open,2026-05-03 03:05:16
REQ001208,C005418,B002021,Modification Request,Can I modify my booking?,In Progress,2025-09-27 05:09:34
REQ001209,C005500,B011777,Late Checkout,Can I have a late checkout?,In Progress,2025-10-21 03:17:47
REQ001210,C002835,,Airport Transfer,I need an airport transfer.,Resolved,2026-01-09 16:26:17
REQ001211,C007483,,Cancellation Request,I want to cancel my booking.,Closed,2026-04-27 00:17:07
REQ001212,C000026,B017568,Booking Inquiry,I want to know if you have available rooms.,Open,2026-04-15 15:25:05
REQ001213,C004043,,Complaint,I have a problem with my room.,In Progress,2026-03-05 19:02:47
REQ001214,C002713,B018886,Complaint,I have a problem with my room.,Closed,2026-06-03 02:33:42
REQ001215,C009744,B012433,Complaint,I have a problem with my room.,Open,2026-08-03 10:23:40
REQ001216,C000626,,General Inquiry,I have a question about the hotel.,In Progress,2026-01-10 02:05:02
REQ001217,C004879,,Cancellation Request,I want to cancel my booking.,In Progress,2026-01-28 12:18:56
REQ001218,C007980,B008352,Housekeeping,My room needs cleaning.,Open,2025-10-30 22:57:59
REQ001219,C004043,,Late Checkout,I want to check out later.,Resolved,2025-10-15 19:56:41
REQ001220,C002973,B015041,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-06-03 20:42:06
REQ001221,C009999,B002627,Housekeeping,My room needs cleaning.,Closed,2026-04-22 18:33:34
REQ001222,C002177,B007205,Modification Request,I want to change my check-in date.,Open,2026-08-06 13:46:59
REQ001223,C006244,B010101,Modification Request,I want to change my check-in date.,In Progress,2025-08-23 11:15:16
REQ001224,C002734,B000744,Airport Transfer,Can you arrange airport pickup?,Resolved,2025-08-25 15:36:29
REQ001225,C005568,B014045,Cancellation Request,I want to cancel my booking.,Closed,2026-05-05 16:10:04
REQ001226,C004208,B000145,Room Service,I need room service.,Closed,2026-05-15 11:04:22
REQ001227,C008243,B017316,Complaint,I have a problem with my room.,Closed,2026-06-11 14:28:49
REQ001228,C006913,B003746,Booking Inquiry,Do you have any rooms available for my dates?,In Progress,2026-07-18 11:52:29
REQ001229,C002799,B004023,Early Check-in,Is early check-in available?,Resolved,2026-08-05 19:46:56
REQ001230,C004934,,Room Service,Can I order food to my room?,Closed,2026-02-18 21:44:13
REQ001231,C000170,,Booking Inquiry,I want to know if you have available rooms.,Closed,2026-02-26 03:04:18
REQ001232,C002965,B001821,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-03-05 01:03:19
REQ001233,C003919,,Airport Transfer,Do you provide airport transportation?,Resolved,2025-10-31 07:46:08
REQ001234,C001911,B004910,Extra Bed,I need an additional bed in my room.,Resolved,2026-07-10 06:32:13
REQ001235,C009652,B018559,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-12-07 13:51:23
REQ001236,C000413,,Extra Bed,Can I request an extra bed?,Resolved,2025-10-13 06:57:17
REQ001237,C007214,B005974,Booking Inquiry,I would like information about room availability.,Closed,2026-01-05 13:14:29
REQ001238,C003461,B018079,Room Service,I need room service.,Closed,2025-12-24 11:15:32
REQ001239,C000044,,Late Checkout,Can I have a late checkout?,Closed,2026-05-29 11:36:05
REQ001240,C008796,,Housekeeping,I need housekeeping service.,Resolved,2026-04-19 14:01:57
REQ001241,C008863,B004792,Late Checkout,Can I have a late checkout?,Closed,2026-03-28 13:33:39
REQ001242,C002131,,Extra Bed,Is it possible to add an extra bed?,Closed,2026-01-27 20:43:35
REQ001243,C000995,B019618,Housekeeping,Can someone clean my room?,Open,2026-05-15 06:09:45
REQ001244,C003584,,Airport Transfer,Can you arrange airport pickup?,Closed,2026-04-01 03:54:50
REQ001245,C001659,,Cancellation Request,Can I cancel my reservation?,Open,2025-09-18 18:45:13
REQ001246,C000623,,Cancellation Request,Can I cancel my reservation?,Resolved,2026-01-13 15:06:08
REQ001247,C006019,,Late Checkout,Is late checkout available?,Resolved,2026-05-26 05:16:05
REQ001248,C004296,B019990,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-03-31 00:29:30
REQ001249,C006249,B016727,Complaint,I am not satisfied with the service.,Resolved,2026-08-03 15:05:05
REQ001250,C008413,B011496,Room Service,I would like to order room service.,Resolved,2026-04-04 03:01:59
REQ001251,C008433,B010057,Booking Inquiry,I would like information about room availability.,Closed,2026-03-28 18:12:22
REQ001252,C001926,,Modification Request,I need to change the number of guests.,Closed,2026-03-07 13:25:26
REQ001253,C006932,B008138,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-11-09 20:29:20
REQ001254,C002239,B019789,Late Checkout,Can I have a late checkout?,Closed,2025-08-18 08:33:58
REQ001255,C001678,,General Inquiry,I have a question about the hotel.,In Progress,2026-05-06 00:20:10
REQ001256,C009990,B018375,Early Check-in,Can I check in early?,Closed,2026-03-16 13:34:24
REQ001257,C004157,B006934,Complaint,I want to make a complaint.,In Progress,2025-10-17 09:03:36
REQ001258,C006747,,Complaint,I am not satisfied with the service.,Resolved,2025-09-08 00:50:45
REQ001259,C000546,,Late Checkout,Can I have a late checkout?,In Progress,2025-11-21 18:14:20
REQ001260,C005799,B014380,Complaint,I want to make a complaint.,Closed,2026-06-09 01:39:51
REQ001261,C003288,B019592,Cancellation Request,Can I cancel my reservation?,Resolved,2026-08-02 16:09:08
REQ001262,C007484,,Payment Inquiry,Can you check my payment?,Closed,2025-09-10 10:52:52
REQ001263,C006181,,Room Service,I need room service.,Resolved,2025-11-06 03:55:05
REQ001264,C006434,B013106,Modification Request,Can I modify my booking?,Closed,2026-04-09 06:40:54
REQ001265,C001644,B003944,Room Service,I need room service.,Closed,2026-02-12 07:02:42
REQ001266,C005318,,Modification Request,I want to change my check-in date.,Closed,2026-06-05 03:34:30
REQ001267,C001921,B002654,Extra Bed,I need an additional bed in my room.,In Progress,2026-07-10 19:35:36
REQ001268,C000576,,Booking Inquiry,I would like information about room availability.,In Progress,2025-11-03 12:24:25
REQ001269,C006208,B019795,General Inquiry,I have a question about the hotel.,In Progress,2026-02-04 21:59:08
REQ001270,C002155,B017562,Housekeeping,My room needs cleaning.,Resolved,2026-01-13 22:27:43
REQ001271,C005049,B006350,Complaint,I want to make a complaint.,Resolved,2026-06-19 05:08:46
REQ001272,C009174,B003189,Airport Transfer,Do you provide airport transportation?,Resolved,2026-03-08 18:32:10
REQ001273,C009391,B011041,Late Checkout,I want to check out later.,Resolved,2026-06-25 12:57:17
REQ001274,C009193,,Room Service,Can I order food to my room?,Closed,2026-07-03 21:55:18
REQ001275,C003365,B013719,Cancellation Request,I need to cancel my hotel reservation.,Open,2026-02-05 03:54:24
REQ001276,C005302,B009050,Booking Inquiry,I want to know if you have available rooms.,In Progress,2026-08-03 16:07:08
REQ001277,C009687,B007137,General Inquiry,Can you provide more information?,Resolved,2026-05-19 22:11:01
REQ001278,C005422,B017011,Late Checkout,I want to check out later.,Open,2026-05-08 10:03:33
REQ001279,C003911,B006279,Late Checkout,I want to check out later.,Closed,2026-02-16 21:49:12
REQ001280,C005528,B004597,Extra Bed,I need an additional bed in my room.,Resolved,2026-05-20 03:37:03
REQ001281,C002025,B006076,Extra Bed,I need an additional bed in my room.,Open,2026-01-05 21:13:27
REQ001282,C002874,B012861,Extra Bed,I need an additional bed in my room.,Resolved,2026-07-17 12:37:53
REQ001283,C001790,B003677,Housekeeping,Can someone clean my room?,Closed,2025-12-30 18:29:42
REQ001284,C002826,B001881,Early Check-in,I would like to arrive before the check-in time.,Closed,2026-01-11 07:09:07
REQ001285,C004424,B012210,Housekeeping,I need housekeeping service.,Open,2026-03-24 07:54:40
REQ001286,C005511,B008707,Late Checkout,I want to check out later.,Resolved,2026-03-22 01:21:41
REQ001287,C005684,B016119,Payment Inquiry,Can you check my payment?,In Progress,2026-04-17 16:24:34
REQ001288,C007167,B010872,Housekeeping,I need housekeeping service.,Resolved,2026-03-11 16:23:04
REQ001289,C006713,B018104,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-08-07 07:48:57
REQ001290,C004879,,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-11-22 21:31:22
REQ001291,C000026,B017568,Room Service,I would like to order room service.,Closed,2026-01-29 07:01:46
REQ001292,C007898,,Modification Request,I want to change my check-in date.,Resolved,2025-10-02 09:16:47
REQ001293,C007796,B007749,Housekeeping,I need housekeeping service.,Resolved,2026-07-03 10:12:33
REQ001294,C006234,B015877,Modification Request,Can I modify my booking?,Resolved,2025-12-11 08:03:27
REQ001295,C008826,B007957,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-05-09 12:26:47
REQ001296,C003469,B000222,General Inquiry,I need some information about the hotel.,Resolved,2025-09-01 02:56:55
REQ001297,C009614,,Booking Inquiry,I want to know if you have available rooms.,In Progress,2026-06-27 23:43:49
REQ001298,C005918,B008472,Housekeeping,I need housekeeping service.,Resolved,2026-01-13 04:15:51
REQ001299,C006893,B002251,Payment Inquiry,I want to know my payment status.,Resolved,2026-07-18 14:56:22
REQ001300,C004477,B003281,Housekeeping,Can someone clean my room?,Resolved,2026-02-28 21:18:39
REQ001301,C002735,,Housekeeping,I need housekeeping service.,Closed,2025-09-11 06:09:38
REQ001302,C005514,B010713,Housekeeping,My room needs cleaning.,Resolved,2026-06-15 07:47:06
REQ001303,C009823,B008545,General Inquiry,Can you provide more information?,Resolved,2026-01-11 06:14:44
REQ001304,C007115,B016980,General Inquiry,I have a question about the hotel.,Open,2026-05-12 10:10:55
REQ001305,C008038,,Room Service,Can I order food to my room?,Closed,2025-08-27 06:45:12
REQ001306,C002072,B009410,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-08-07 07:07:37
REQ001307,C000609,,General Inquiry,Can you provide more information?,Closed,2026-08-02 16:14:52
REQ001308,C004509,B008870,Extra Bed,I need an additional bed in my room.,Open,2025-12-03 14:36:52
REQ001309,C001413,B018359,Payment Inquiry,Can you check my payment?,In Progress,2026-04-07 17:38:16
REQ001310,C008372,,Complaint,I want to make a complaint.,Resolved,2026-05-17 13:31:21
REQ001311,C001598,,Modification Request,I need to change the number of guests.,In Progress,2026-06-26 19:04:31
REQ001312,C007937,B011542,Booking Inquiry,I would like information about room availability.,In Progress,2025-09-05 15:24:37
REQ001313,C002273,B008267,Room Service,I would like to order room service.,In Progress,2025-08-17 06:25:57
REQ001314,C005868,B002682,Housekeeping,My room needs cleaning.,Closed,2026-06-18 04:37:55
REQ001315,C007920,B004913,Room Service,I need room service.,Closed,2025-12-15 20:32:22
REQ001316,C004313,,Room Service,I would like to order room service.,Resolved,2026-03-08 03:53:34
REQ001317,C003086,,Room Service,Can I order food to my room?,In Progress,2025-10-24 14:03:52
REQ001318,C001339,B006183,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-01-12 06:21:56
REQ001319,C008551,B008813,Room Service,I need room service.,Resolved,2026-01-10 22:20:47
REQ001320,C009828,B019541,Extra Bed,Is it possible to add an extra bed?,Closed,2026-04-11 16:24:40
REQ001321,C007471,B012470,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-01-17 21:45:49
REQ001322,C003525,,Extra Bed,I need an additional bed in my room.,Resolved,2026-04-10 12:29:03
REQ001323,C008660,B002922,Complaint,I have a problem with my room.,Closed,2025-09-20 23:26:06
REQ001324,C008647,B006928,Room Service,I need room service.,Resolved,2026-08-14 14:07:41
REQ001325,C004274,,Booking Inquiry,I want to know if you have available rooms.,In Progress,2025-10-03 04:04:22
REQ001326,C006532,B017467,Complaint,I have a problem with my room.,Resolved,2026-07-16 02:20:38
REQ001327,C005302,,Payment Inquiry,Was my payment successful?,Resolved,2026-06-06 19:41:56
REQ001328,C007269,B018220,Room Service,Can I order food to my room?,Resolved,2025-09-06 21:24:12
REQ001329,C000080,,Cancellation Request,I want to cancel my booking.,Resolved,2025-09-10 01:18:24
REQ001330,C002387,B002671,Housekeeping,Can someone clean my room?,Resolved,2025-09-01 17:29:33
REQ001331,C002398,B017183,Housekeeping,Can someone clean my room?,In Progress,2026-01-25 15:08:53
REQ001332,C009485,B017724,Airport Transfer,Can you arrange airport pickup?,Resolved,2025-09-18 04:02:47
REQ001333,C009978,B007662,Cancellation Request,I want to cancel my booking.,Resolved,2025-12-12 21:45:34
REQ001334,C000881,B007659,General Inquiry,Can you provide more information?,Resolved,2026-02-05 09:37:41
REQ001335,C003788,,Modification Request,I want to change my check-in date.,Resolved,2026-01-19 14:19:31
REQ001336,C008321,,Complaint,I want to make a complaint.,Resolved,2025-11-12 06:41:49
REQ001337,C007217,B005170,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-07-07 10:05:52
REQ001338,C009024,,Housekeeping,My room needs cleaning.,Open,2026-01-25 02:21:19
REQ001339,C004750,,General Inquiry,Can you provide more information?,Resolved,2026-03-22 06:34:26
REQ001340,C003452,B005149,Late Checkout,Can I have a late checkout?,Resolved,2025-12-18 04:28:41
REQ001341,C000560,B003256,Room Service,Can I order food to my room?,Resolved,2026-07-27 09:41:07
REQ001342,C005392,B001641,Housekeeping,My room needs cleaning.,Resolved,2025-10-07 14:44:32
REQ001343,C003967,B013701,Extra Bed,Can I request an extra bed?,Closed,2026-03-16 07:28:49
REQ001344,C007913,B002368,Booking Inquiry,Do you have any rooms available for my dates?,In Progress,2025-11-26 23:21:39
REQ001345,C007733,,Cancellation Request,I want to cancel my booking.,Resolved,2026-05-18 06:48:22
